STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;MO_N;MO_TT;MO_TX;MO_TN;MO_FK;MX_TX;MX_FX;MX_TN;MO_SD_S;QN_6;MO_RR;MX_RS;eor
       2667;19590101;19590131;    5;  5.81;   1.68;    4.78;   -1.33;    2.66;  13.2;-999;  -8.9;  65.70;    5;    63.0;   19.1;eor
       2667;19590201;19590228;    5;  4.07;   1.21;    7.46;   -3.95;    1.80;  17.9;-999; -10.2; 131.10;    5;     4.1;    3.3;eor
       2667;19590301;19590331;    5;  4.95;   7.27;   12.89;    2.11;    2.15;  20.1;-999;  -5.5; 142.30;    5;    39.8;   10.7;eor
       2667;19590401;19590430;    5;  5.60;  10.70;   16.22;    5.34;    2.36;  25.4;-999;  -3.9; 168.10;    5;    42.4;   15.8;eor
       2667;19590501;19590531;    5;  4.35;  14.16;   20.03;    7.06;    2.15;  28.2;-999;  -1.2; 233.10;    5;    15.0;    3.0;eor
       2667;19590601;19590630;    5;  4.20;  17.47;   23.17;   10.38;    2.35;  30.5;-999;   3.0; 253.40;    5;    46.5;   19.5;eor
       2667;19590701;19590731;    5;  3.66;  20.83;   26.72;   13.66;    2.32;  36.9;-999;   8.1; 289.90;    5;    50.6;   22.3;eor
       2667;19590801;19590831;    5;  4.36;  17.90;   23.96;   12.07;    1.84;  29.4;-999;   4.2; 217.10;    5;    68.7;   30.9;eor
       2667;19590901;19590930;    5;  2.09;  14.83;   23.16;    7.12;    1.82;  30.5;-999;   1.4; 272.70;    5;     2.2;    2.0;eor
       2667;19591001;19591031;    5;  3.56;  10.25;   17.28;    4.16;    2.35;  24.1;-999;  -2.9; 179.50;    5;    53.4;   23.1;eor
       2667;19591101;19591130;    5;  5.77;   5.10;    8.02;    1.86;    2.48;  15.6;-999;  -4.0;  53.50;    5;    41.6;   10.5;eor
       2667;19591201;19591231;    5;  6.36;   4.67;    6.84;    2.19;    2.77;  11.7;-999;  -3.5;  44.00;    5;    51.1;    7.4;eor
       2667;19600101;19600131;    5;  6.68;   2.13;    4.86;   -1.25;    2.70;  13.2;-999; -19.0;  30.10;    5;    51.5;    7.1;eor
       2667;19600201;19600229;    5;  5.68;   3.26;    6.64;   -0.48;    2.40;  18.5;-999;  -9.7;  62.00;    5;    34.3;    8.9;eor
       2667;19600301;19600331;    5;  5.43;   6.87;   11.55;    2.85;    2.45;  18.3;-999;  -4.0; 120.60;    5;    24.0;    4.8;eor
       2667;19600401;19600430;    5;  5.72;   9.78;   14.58;    4.96;    2.47;  22.3;-999;  -1.4; 166.60;    5;    51.2;    8.4;eor
       2667;19600501;19600531;    5;  5.12;  14.13;   19.47;    8.06;    2.07;  26.3;-999;  -1.2; 205.10;    5;   115.9;   40.1;eor
       2667;19600601;19600630;    5;  5.09;  17.19;   22.51;   11.68;    2.03;  30.6;-999;   6.3; 206.70;    5;    38.6;   13.4;eor
       2667;19600701;19600731;    5;  6.48;  15.88;   20.85;   11.48;    2.24;  26.4;-999;   4.4; 145.80;    5;   126.5;   26.3;eor
       2667;19600801;19600831;    5;  5.76;  16.57;   21.62;   12.54;    2.16;  28.0;-999;   8.3; 151.50;    5;   113.9;   17.1;eor
       2667;19600901;19600930;    5;  4.81;  13.42;   18.67;    9.13;    2.03;  24.2;-999;  -0.2; 141.50;    5;    73.4;   21.1;eor
       2667;19601001;19601031;    5;  6.60;  10.82;   14.33;    7.70;    2.57;  20.4;-999;  -0.9;  60.90;    5;   137.4;   22.6;eor
       2667;19601101;19601130;    5;  6.57;   8.09;   10.79;    5.32;    2.75;  15.4;-999;  -3.7;  44.20;    5;    80.7;    8.8;eor
       2667;19601201;19601231;    5;  6.72;   2.75;    4.93;    0.35;    2.35;  13.1;-999;  -4.4;  34.00;    5;    74.0;   25.9;eor
       2667;19610101;19610131;    5;  5.76;   1.59;    4.17;   -1.35;    2.77;  10.1;-999; -11.1;  56.90;    5;    72.1;   14.5;eor
       2667;19610201;19610228;    5;  5.18;   6.77;   11.16;    2.77;    2.88;  16.8;-999;  -1.6;  92.70;    5;    37.8;    5.3;eor
       2667;19610301;19610331;    5;  5.09;   7.40;   12.84;    2.72;    2.37;  23.3;-999;  -5.0; 124.40;    5;    26.2;    7.5;eor
       2667;19610401;19610430;    5;  6.32;  11.69;   15.79;    7.73;    2.03;  21.6;-999;   1.6;  79.10;    5;    93.0;   19.9;eor
       2667;19610501;19610531;    5;  5.65;  11.53;   16.08;    6.46;    2.31;  23.0;-999;   1.7; 139.10;    5;    62.0;    9.2;eor
       2667;19610601;19610630;    5;  5.15;  16.59;   21.48;   10.89;    2.01;  30.8;-999;   4.2; 196.60;    5;   151.2;   58.4;eor
       2667;19610701;19610731;    5;  5.90;  15.81;   20.63;   11.44;    2.33;  33.1;-999;   5.4; 126.70;    5;   101.7;   17.2;eor
       2667;19610801;19610831;    5;  5.51;  16.97;   22.08;   12.00;    2.20;  31.2;-999;   6.0; 144.50;    5;    44.5;    9.4;eor
       2667;19610901;19610930;    5;  4.52;  17.88;   23.60;   13.30;    2.01;  30.6;-999;   9.0; 160.10;    5;    47.3;   12.4;eor
       2667;19611001;19611031;    5;  5.10;  12.03;   16.77;    8.11;    2.32;  23.6;-999;   0.7; 118.50;    5;    53.8;   10.7;eor
       2667;19611101;19611130;    5;  6.01;   5.29;    8.11;    2.32;    2.19;  12.2;-999;  -4.6;  49.70;    5;    73.7;   13.5;eor
       2667;19611201;19611231;    5;  5.35;   1.95;    5.37;   -1.72;    2.71;  16.0;-999; -13.6;  70.40;    5;    71.2;   16.8;eor
       2667;19620101;19620131;    5;  5.55;   3.67;    6.65;    0.67;    2.79;  12.3;-999; -10.7;  57.50;    5;    35.5;    6.7;eor
       2667;19620201;19620228;    5;  6.14;   2.45;    5.48;   -0.88;    2.86;  10.4;-999;  -6.2;  76.50;    5;    79.2;   14.8;eor
       2667;19620301;19620331;    5;  5.53;   1.60;    6.04;   -2.40;    2.28;  13.5;-999;  -8.0; 119.00;    5;    61.6;   15.6;eor
       2667;19620401;19620430;    5;  5.60;   9.33;   13.80;    4.85;    2.86;  24.4;-999;  -1.2; 122.40;    5;    52.2;   16.0;eor
       2667;19620501;19620531;    5;  6.39;  10.71;   14.80;    6.65;    2.61;  24.0;-999;  -1.6; 121.00;    5;    97.8;   17.9;eor
       2667;19620601;19620630;    5;  4.69;  15.52;   20.57;    8.61;    2.25;  28.0;-999;  -0.5; 208.30;    5;    16.8;    5.4;eor
       2667;19620701;19620731;    5;  6.08;  15.85;   20.37;   11.30;    2.30;  30.2;-999;   4.7; 133.80;    5;    92.3;   17.8;eor
       2667;19620801;19620831;    5;  5.08;  16.54;   21.55;   11.75;    2.15;  27.2;-999;   5.0; 171.70;    5;    79.6;   24.8;eor
       2667;19620901;19620930;    5;  5.30;  13.36;   18.35;    8.50;    2.45;  30.9;-999;   2.5; 133.60;    5;    84.1;   22.9;eor
       2667;19621001;19621031;    5;  4.32;   9.91;   15.23;    5.74;    1.92;  26.0;-999;  -0.9; 120.10;    5;    23.1;   10.0;eor
       2667;19621101;19621130;    5;  6.88;   4.04;    6.81;    1.15;    2.41;  16.6;-999;  -5.3;  33.70;    5;    39.7;    9.0;eor
       2667;19621201;19621231;    5;  5.38;  -0.57;    3.21;   -4.00;    2.57;  12.0;-999; -13.7;  73.80;    5;    97.7;   17.3;eor
       2667;19630101;19630131;    5;  5.00;  -5.98;   -2.50;  -10.57;    1.85;   3.5;-999; -22.9;  65.80;    5;    39.5;   11.4;eor
       2667;19630201;19630228;    5;  4.96;  -3.58;    0.41;   -8.26;    1.93;   4.4;-999; -19.2;  91.70;    5;    28.0;    7.4;eor
       2667;19630301;19630331;    5;  5.63;   4.81;    9.75;    0.40;    2.77;  15.2;-999; -10.0; 114.90;    5;    58.0;   16.9;eor
       2667;19630401;19630430;    5;  5.49;  10.40;   15.19;    5.02;    2.27;  21.4;-999;  -2.1; 141.90;    5;    37.6;   10.0;eor
       2667;19630501;19630531;    5;  5.90;  12.63;   17.43;    7.10;    2.32;  27.1;-999;   0.0; 153.60;    5;    65.7;   15.8;eor
       2667;19630601;19630630;    5;  5.52;  16.55;   21.53;   11.12;    2.21;  26.5;-999;   7.0; 178.40;    5;    84.3;   17.7;eor
       2667;19630701;19630731;    5;  4.65;  18.34;   23.78;   11.81;    1.97;  30.9;-999;   7.3; 257.60;    5;   130.9;   44.9;eor
       2667;19630801;19630831;    5;  5.93;  16.44;   21.14;   11.86;    2.25;  32.0;-999;   5.0; 114.30;    5;    98.9;   21.7;eor
       2667;19630901;19630930;    5;  5.09;  14.62;   19.75;    9.76;    2.13;  27.1;-999;   4.6; 116.20;    5;    52.5;   10.5;eor
       2667;19631001;19631031;    5;  4.67;   9.38;   14.45;    5.18;    2.50;  20.2;-999;  -1.0; 139.00;    5;    51.1;   14.5;eor
       2667;19631101;19631130;    5;  6.12;   8.89;   12.46;    5.65;    2.82;  17.0;-999;  -1.6;  55.70;    5;    73.1;   13.7;eor
       2667;19631201;19631231;    5;  4.39;  -1.36;    2.03;   -4.96;    2.31;   9.3;-999; -13.3; 104.10;    5;     9.4;    4.0;eor
       2667;19640101;19640131;    5;  5.97;   0.07;    2.48;   -2.76;    2.22;   7.3;-999;  -9.2;  53.80;    5;    37.5;    6.5;eor
       2667;19640201;19640229;    5;  6.05;   3.76;    6.85;    0.53;    2.75;  14.9;-999;  -7.8;  77.80;    5;    45.6;    9.9;eor
       2667;19640301;19640331;    5;  5.62;   3.26;    7.45;   -0.34;    2.55;  14.5;-999;  -9.2; 112.00;    5;    51.1;   19.3;eor
       2667;19640401;19640430;    5;  5.80;   9.76;   14.45;    5.42;    2.38;  24.0;-999;  -2.6; 135.30;    5;    45.7;    8.8;eor
       2667;19640501;19640531;    5;  4.99;  15.37;   20.79;    8.87;    2.09;  28.2;-999;   2.3; 226.80;    5;    51.5;   10.4;eor
       2667;19640601;19640630;    5;  4.39;  17.73;   23.30;   11.04;    2.15;  33.5;-999;   3.1; 245.70;    5;    61.8;   16.7;eor
       2667;19640701;19640731;    5;  4.30;  19.17;   24.85;   12.60;    2.09;  35.7;-999;   3.0; 236.20;    5;    45.7;   10.5;eor
       2667;19640801;19640831;    5;  5.02;  17.35;   23.28;   11.99;    2.08;  35.8;-999;   4.3; 175.20;    5;    68.6;   39.3;eor
       2667;19640901;19640930;    5;  4.12;  15.07;   21.25;    9.38;    2.51;  30.8;-999;   2.3; 190.00;    5;    36.8;    7.4;eor
       2667;19641001;19641031;    5;  4.89;   8.15;   12.82;    3.82;    2.24;  22.0;-999;  -3.6; 107.60;    5;    45.7;   10.6;eor
       2667;19641101;19641130;    5;  5.88;   6.22;    9.67;    3.00;    2.12;  15.6;-999;  -7.0;  47.30;    5;    85.1;   21.7;eor
       2667;19641201;19641231;    5;  5.73;   2.26;    4.90;   -1.00;    2.69;  13.0;-999; -17.7;  57.70;    5;    47.9;   10.8;eor
       2667;19650101;19650131;    5;  6.67;   3.23;    5.41;    0.98;    2.61;  11.6;-999;  -5.9;  36.60;    5;   101.6;   14.0;eor
       2667;19650201;19650228;    5;  6.25;   0.90;    3.45;   -1.92;    2.45;   6.6;-999;  -9.9;  60.00;    5;    21.5;    5.6;eor
       2667;19650301;19650331;    5;  5.21;   4.95;    9.56;    1.16;    2.53;  19.0;-999;  -8.4; 129.10;    5;    60.8;    9.9;eor
       2667;19650401;19650430;    5;  5.88;   7.97;   12.69;    3.62;    2.29;  19.6;-999;  -0.5; 100.30;    5;   114.8;   14.4;eor
       2667;19650501;19650531;    5;  5.45;  12.94;   17.86;    7.86;    2.54;  25.9;-999;  -0.6; 169.70;    5;    70.4;    8.9;eor
       2667;19650601;19650630;    5;  5.40;  16.95;   21.61;   11.63;    2.26;  29.6;-999;   5.4; 184.50;    5;   113.6;   23.2;eor
       2667;19650701;19650731;    5;  6.25;  15.82;   19.99;   12.25;    2.42;  28.8;-999;   6.5; 105.10;    5;   133.4;   24.6;eor
       2667;19650801;19650831;    5;  5.31;  16.10;   21.37;   11.24;    1.94;  29.0;-999;   6.0; 171.80;    5;    75.2;   22.2;eor
       2667;19650901;19650930;    5;  5.07;  13.60;   18.90;    9.19;    2.17;  24.8;-999;   3.5; 137.30;    5;    69.1;   24.8;eor
       2667;19651001;19651031;    5;  2.71;   9.50;   16.17;    4.57;    2.15;  21.6;-999;  -2.3; 216.00;    5;    19.8;    9.3;eor
       2667;19651101;19651130;    5;  5.95;   3.71;    7.23;    0.16;    2.87;  17.4;-999; -10.4;  54.30;    5;    58.3;   14.9;eor
       2667;19651201;19651231;    5;  6.80;   4.83;    6.96;    2.55;    2.88;  14.1;-999;  -2.8;  22.30;    5;   155.9;   19.5;eor
       2667;19660101;19660131;    5;  5.38;  -0.52;    2.58;   -3.96;    2.70;  14.0;-999; -16.0;  61.90;    5;    37.6;    5.5;eor
       2667;19660201;19660228;    5;  6.87;   7.52;   10.48;    4.25;    2.41;  15.3;-999;  -0.9;  33.30;    5;    54.0;   11.0;eor
       2667;19660301;19660331;    5;  6.36;   5.01;    8.89;    1.60;    2.47;  15.1;-999;  -4.7;  75.00;    5;    84.6;   14.1;eor
       2667;19660401;19660430;    5;  5.86;  10.57;   15.23;    5.69;    2.20;  23.2;-999;  -1.8; 121.50;    5;    92.8;   12.9;eor
       2667;19660501;19660531;    5;  4.76;  14.72;   20.16;    8.37;    2.38;  29.5;-999;   2.2; 245.30;    5;    57.6;   10.0;eor
       2667;19660601;19660630;    5;  5.19;  17.61;   23.02;   12.01;    2.23;  31.5;-999;   4.7; 179.50;    5;   141.9;   34.0;eor
       2667;19660701;19660731;    5;  6.10;  16.35;   20.97;   11.94;    2.14;  28.6;-999;   4.4; 131.80;    5;   151.4;   23.1;eor
       2667;19660801;19660831;    5;  5.28;  16.92;   22.33;   11.76;    2.02;  34.1;-999;   4.0; 185.20;    5;    60.2;   13.2;eor
       2667;19660901;19660930;    5;  4.53;  14.56;   20.35;    9.31;    1.97;  29.0;-999;   2.7; 174.40;    5;    36.3;   14.2;eor
       2667;19661001;19661031;    5;  5.87;  12.33;   16.24;    9.29;    2.14;  27.1;-999;  -2.1;  76.20;    5;   103.6;   38.3;eor
       2667;19661101;19661130;    5;  6.54;   3.73;    6.36;    0.90;    2.33;  16.5;-999;  -7.4;  37.20;    5;   104.8;   14.3;eor
       2667;19661201;19661231;    5;  6.84;   4.03;    6.82;    0.98;    2.90;  12.0;-999;  -4.8;  24.20;    5;   155.6;   28.9;eor
       2667;19670101;19670131;    5;  6.43;   3.33;    5.68;    0.59;    2.60;  13.9;-999; -11.6;  39.90;    5;    31.5;    4.9;eor
       2667;19670201;19670228;    5;  5.47;   5.00;    8.89;    1.66;    2.86;  13.2;-999;  -5.9;  86.00;    5;    55.4;   13.3;eor
       2667;19670301;19670331;    5;  5.67;   7.26;   11.08;    3.49;    3.11;  16.6;-999;  -2.1; 110.00;    5;    43.6;   12.0;eor
       2667;19670401;19670430;    5;  4.38;   8.29;   13.37;    2.26;    2.21;  20.2;-999;  -3.2; 190.20;    5;    44.5;    8.6;eor
       2667;19670501;19670531;    5;  5.26;  13.76;   19.16;    8.10;    2.45;  29.6;-999;  -1.0; 211.30;    5;   126.2;   20.9;eor
       2667;19670601;19670630;    5;  5.16;  16.17;   20.78;   10.73;    2.05;  30.9;-999;   4.0; 197.40;    5;    68.2;   17.8;eor
       2667;19670701;19670731;    5;  4.03;  19.96;   25.90;   13.38;    1.64;  31.5;-999;   8.0; 250.00;    5;    67.6;   15.3;eor
       2667;19670801;19670831;    5;  5.01;  17.55;   23.17;   12.14;    1.95;  30.4;-999;   6.5; 195.50;    5;    49.6;   12.4;eor
       2667;19670901;19670930;    5;  5.33;  14.63;   19.81;    9.99;    2.00;  27.6;-999;   4.4; 136.70;    5;    62.0;   17.6;eor
       2667;19671001;19671031;    5;  5.30;  12.57;   16.56;    8.94;    2.61;  24.6;-999;   2.3; 117.70;    5;    60.6;    9.7;eor
       2667;19671101;19671130;    5;  5.09;   4.85;    8.55;    1.23;    2.43;  12.8;-999;  -5.4;  78.40;    5;    83.9;   23.1;eor
       2667;19671201;19671231;    5;  6.97;   2.26;    4.20;   -0.43;    2.36;  13.8;-999;  -9.4;  11.40;    5;   113.6;   20.0;eor
       2667;19680101;19680131;    5;  6.55;   1.81;    4.64;   -1.68;    2.73;  12.4;-999; -18.2;  41.10;    5;    87.2;   13.8;eor
       2667;19680201;19680229;    5;  6.20;   2.37;    5.20;   -0.36;    2.30;  10.7;-999;  -8.8;  58.80;    5;    39.4;    9.3;eor
       2667;19680301;19680331;    5;  5.34;   6.35;   10.70;    2.05;    2.75;  25.3;-999;  -6.1; 120.00;    5;    53.8;    9.7;eor
       2667;19680401;19680430;    5;  3.64;  10.78;   16.80;    3.85;    2.37;  30.8;-999;  -5.7; 227.40;    5;    15.0;    7.3;eor
       2667;19680501;19680531;    5;  5.92;  12.25;   16.62;    6.91;    2.45;  25.5;-999;   0.1; 151.50;    5;    54.5;    9.1;eor
       2667;19680601;19680630;    5;  5.48;  16.60;   21.57;   11.04;    2.38;  28.0;-999;   4.5; 163.00;    5;    89.8;   32.3;eor
       2667;19680701;19680731;    5;  4.92;  17.64;   22.89;   11.97;    2.54;  32.0;-999;   7.4; 212.30;    5;    90.1;   17.0;eor
       2667;19680801;19680831;    5;  5.48;  17.06;   22.12;   12.87;    2.12;  27.3;-999;   5.9; 120.00;    5;   198.2;   63.3;eor
       2667;19680901;19680930;    5;  5.48;  14.72;   19.44;   11.10;    2.35;  25.4;-999;   7.0; 124.90;    5;   151.3;   20.7;eor
       2667;19681001;19681031;    5;  5.76;  11.93;   15.73;    8.63;    2.40;  21.6;-999;   2.6;  82.70;    5;    57.5;   14.6;eor
       2667;19681101;19681130;    5;  5.84;   5.13;    7.98;    2.64;    2.62;  20.2;-999;  -5.6;  63.30;    5;    32.4;   14.0;eor
       2667;19681201;19681231;    5;  5.87;   0.04;    2.37;   -2.89;    2.69;   8.8;-999; -12.2;  39.50;    5;    51.9;   12.2;eor
       2667;19690101;19690131;    5;  6.45;   3.94;    6.19;    1.17;    2.98;  11.0;-999;  -6.4;  28.80;    5;    47.2;   14.2;eor
       2667;19690201;19690228;    5;  5.71;  -0.11;    3.07;   -3.28;    2.64;  10.7;-999; -17.5;  64.80;    5;    47.0;    7.7;eor
       2667;19690301;19690331;    5;  5.38;   3.75;    8.22;   -0.51;    2.78;  15.3;-999;  -7.7; 105.70;    5;    60.8;   17.1;eor
       2667;19690401;19690430;    5;  4.63;   8.97;   14.18;    3.59;    2.78;  23.4;-999;  -3.9; 180.90;    5;    44.7;    7.3;eor
       2667;19690501;19690531;    5;  5.67;  14.49;   19.42;    9.30;    2.37;  31.6;-999;   2.4; 170.40;    5;    76.4;   13.5;eor
       2667;19690601;19690630;    5;  5.27;  15.98;   21.06;   10.35;    2.22;  27.9;-999;   5.9; 177.80;    5;    63.0;   20.4;eor
       2667;19690701;19690731;    5;  4.41;  19.77;   25.05;   14.16;    2.11;  33.2;-999;   7.9; 214.20;    5;    89.0;   22.7;eor
       2667;19690801;19690831;    5;  4.87;  17.56;   22.63;   12.79;    2.13;  30.6;-999;   7.8; 170.40;    5;   191.0;   30.1;eor
       2667;19690901;19690930;    5;  3.91;  14.91;   20.31;    9.36;    2.02;  27.7;-999;   2.2; 173.40;    5;    30.9;   17.4;eor
       2667;19691001;19691031;    5;  4.39;  11.81;   17.56;    7.12;    2.24;  23.0;-999;   3.3; 138.10;    5;    13.4;    4.6;eor
       2667;19691101;19691130;    5;  6.05;   6.83;   10.09;    3.55;    3.03;  16.6;-999;  -2.2;  50.80;    5;    67.5;   11.8;eor
       2667;19691201;19691231;    5;  6.57;  -1.48;    0.70;   -4.48;    2.30;   6.2;-999; -10.8;  32.00;    5;    22.5;    6.2;eor
       2667;19700101;19700131;    5;  6.45;   0.74;    3.01;   -1.80;    2.94;   8.6;-999; -11.0;  31.30;    5;    85.6;   22.2;eor
       2667;19700201;19700228;    5;  6.39;   1.39;    4.27;   -1.93;    2.96;  10.4;-999; -13.3;  41.60;    5;   102.4;   22.2;eor
       2667;19700301;19700331;    5;  5.78;   3.32;    7.15;   -0.33;    2.79;  13.9;-999;  -6.6;  93.80;    5;    68.0;   14.4;eor
       2667;19700401;19700430;    5;  6.35;   6.84;   10.63;    3.48;    2.82;  21.1;-999;  -3.3;  87.90;    5;    90.7;   12.2;eor
       2667;19700501;19700531;    5;  5.48;  13.39;   18.28;    8.06;    2.35;  25.4;-999;   0.9; 177.90;    5;    75.9;   18.3;eor
       2667;19700601;19700630;    5;  3.77;  18.06;   23.68;   11.19;    2.07;  30.7;-999;   2.9; 267.80;    5;   105.0;   23.3;eor
       2667;19700701;19700731;    5;  5.48;  16.58;   21.56;   11.57;    2.37;  29.1;-999;   5.6; 162.90;    5;   112.9;   22.9;eor
       2667;19700801;19700831;    5;  4.19;  17.71;   23.45;   12.12;    2.00;  29.4;-999;   6.8; 203.00;    5;    77.3;   20.0;eor
       2667;19700901;19700930;    5;  4.36;  14.65;   20.50;    9.94;    2.44;  24.2;-999;   2.3; 171.10;    5;    60.6;   16.5;eor
       2667;19701001;19701031;    5;  5.84;  10.64;   14.29;    7.15;    2.72;  25.0;-999;  -0.2;  84.10;    5;    82.8;   22.4;eor
       2667;19701101;19701130;    5;  5.68;   7.61;   10.70;    3.98;    3.12;  15.3;-999;  -2.6;  61.00;    5;    46.8;    7.1;eor
       2667;19701201;19701231;    5;  6.12;   1.69;    4.11;   -1.32;    2.06;  11.2;-999; -13.2;  25.90;    5;    36.3;    7.3;eor
       2667;19710101;19710131;    5;  5.47;   1.81;    4.79;   -1.62;    2.73;  11.8;  17.5; -16.0;  45.20;    5;    37.5;   15.0;eor
       2667;19710201;19710228;    5;  6.36;   3.37;    6.25;   -0.14;    2.36;   9.2;  18.0;  -9.9;  48.40;    5;    37.3;   11.4;eor
       2667;19710301;19710331;    5;  5.55;   2.65;    6.53;   -1.62;    2.29;  13.4;  18.0; -13.4; 107.80;    5;    25.9;    4.1;eor
       2667;19710401;19710430;    5;  4.32;   9.28;   15.84;    2.27;    2.00;  27.1;  13.9;  -3.7; 195.10;    5;    34.3;   14.6;eor
       2667;19710501;19710531;    5;  4.76;  15.16;   21.11;    9.13;    1.91;  26.7;  13.4;  -0.1; 217.40;    5;   131.7;   57.9;eor
       2667;19710601;19710630;    5;  6.18;  14.71;   19.45;   10.07;    2.21;  27.7;  16.3;   4.6; 129.50;    5;   152.4;   23.7;eor
       2667;19710701;19710731;    5;  3.20;  18.82;   25.13;   11.42;    1.71;  31.8;  17.0;   3.8; 291.10;    5;    20.5;    8.1;eor
       2667;19710801;19710831;    5;  4.62;  18.20;   24.08;   12.85;    2.09;  31.3;  18.5;   5.5; 216.90;    5;    59.5;   17.4;eor
       2667;19710901;19710930;    5;  3.96;  13.09;   19.68;    6.95;    1.72;  25.6;  10.8;  -1.3; 197.00;    5;     9.6;    3.7;eor
       2667;19711001;19711031;    5;  3.45;   9.46;   16.53;    4.01;    2.15;  23.1;  14.4;  -4.8; 164.40;    5;    19.3;    6.2;eor
       2667;19711101;19711130;    5;  5.98;   4.70;    8.25;    1.19;    2.21;  17.2;  18.5;  -9.6;  47.90;    5;    89.1;   19.9;eor
       2667;19711201;19711231;    5;  6.23;   5.24;    7.56;    2.09;    2.21;  13.9;  15.4;  -6.2;  30.80;    5;    21.6;    7.9;eor
       2667;19720101;19720131;    5;  5.67;   0.49;    2.94;   -2.11;    2.75;   8.2;  14.9; -11.7;  67.20;    5;    37.6;    7.1;eor
       2667;19720201;19720229;    5;  5.93;   4.24;    7.99;    0.34;    2.35;  13.8;  13.9; -11.7;  61.70;    5;    14.0;    2.9;eor
       2667;19720301;19720331;    5;  3.50;   6.53;   13.01;    0.31;    2.69;  20.2;  25.3;  -5.9; 197.50;    5;    47.6;   16.9;eor
       2667;19720401;19720430;    5;  5.83;   8.43;   12.65;    3.96;    2.57;  22.1;  18.0;  -1.9; 118.50;    5;    47.5;    6.3;eor
       2667;19720501;19720531;    5;  5.66;  12.53;   17.07;    7.60;    2.27;  24.3;  20.1;   2.0; 152.50;    5;    88.4;   17.7;eor
       2667;19720601;19720630;    5;  5.85;  14.94;   19.55;    9.70;    2.06;  29.5;  18.0;   5.7; 154.00;    5;    86.0;   24.8;eor
       2667;19720701;19720731;    5;  4.80;  18.26;   23.44;   13.03;    1.84;  32.9;  13.9;   7.4; 164.20;    5;    66.8;   14.1;eor
       2667;19720801;19720831;    5;  4.95;  16.49;   21.51;   11.41;    1.93;  29.4;  19.6;   5.4; 166.30;    5;    91.8;   18.0;eor
       2667;19720901;19720930;    5;  4.73;  11.44;   16.94;    6.28;    1.58;  24.4;  18.5;  -0.2; 142.80;    5;    86.1;   33.4;eor
       2667;19721001;19721031;    5;  3.66;   7.96;   13.98;    2.81;    2.14;  21.3;  12.9;  -5.1; 171.50;    5;    26.6;    9.4;eor
       2667;19721101;19721130;    5;  6.04;   5.52;    8.64;    2.72;    2.40;  14.9;  28.8;  -3.2;  43.20;    5;    60.2;   16.1;eor
