STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       3490;20201119;-999;-999;-999;    3;   3.2;   4;-999;   0;  -999;   8.8;    -999;    9.6;   73.58;   14.1;    4.1;    1.7;eor
       3490;20201120;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.9;    -999;    4.4;   82.54;    8.2;   -1.8;   -3.7;eor
       3490;20201121;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.4;    -999;    4.8;   76.21;   10.0;   -1.3;   -1.4;eor
       3490;20201122;-999;-999;-999;    3;   0.1;   4;-999;   0;  -999;   8.9;    -999;    9.2;   76.04;   11.2;    7.6;    7.3;eor
       3490;20201123;-999;-999;-999;    3;   0.0;   4;-999;   0;  -999;   8.6;    -999;    6.0;   90.67;   10.4;    0.2;   -2.3;eor
       3490;20201124;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   7.4;    -999;    3.9;   91.08;    7.9;    0.2;   -2.7;eor
       3490;20201125;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.7;    -999;    2.5;   90.88;    9.3;   -1.9;   -4.6;eor
       3490;20201126;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.4;    -999;    1.7;   92.63;    5.7;   -0.9;   -3.1;eor
       3490;20201127;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.1;    -999;    0.9;   92.88;    5.1;   -1.9;   -3.9;eor
       3490;20201128;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.1;    -999;    1.3;   91.04;    6.5;   -1.6;   -3.9;eor
       3490;20201129;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   4.9;    -999;    0.1;   79.96;    3.2;   -5.8;   -8.0;eor
       3490;20201130;-999;-999;-999;    3;   9.8;   4;-999;   0;  -999;   4.7;    -999;   -1.7;   85.00;    5.0;   -8.0;  -10.5;eor
       3490;20201201;-999;-999;-999;    3;   3.9;   4;-999;   0;  -999;   7.5;    -999;    4.2;   90.38;    5.6;    3.0;    2.0;eor
       3490;20201202;-999;-999;-999;    3;   0.1;   4;-999;   0;  -999;   7.0;    -999;    3.5;   89.42;    5.0;    2.4;    2.2;eor
       3490;20201203;-999;-999;-999;    3;   2.6;   4;-999;   0;  -999;   6.6;    -999;    4.0;   81.83;    6.2;    2.3;    1.7;eor
       3490;20201204;-999;-999;-999;    3;   0.2;   4;-999;   0;  -999;   7.3;    -999;    4.9;   83.92;    8.7;    0.8;   -2.0;eor
       3490;20201205;-999;-999;-999;    3;   1.3;   4;-999;   0;  -999;   6.5;    -999;    3.1;   85.67;    7.5;    0.1;   -2.0;eor
       3490;20201206;-999;-999;-999;    3;   4.2;   4;-999;   0;  -999;   7.2;    -999;    3.3;   92.71;    5.1;    0.9;   -0.5;eor
       3490;20201207;-999;-999;-999;    3;   0.3;   4;-999;   0;  -999;   6.9;    -999;    3.9;   85.83;    6.5;    0.1;   -2.2;eor
       3490;20201208;-999;-999;-999;    3;   0.0;   4;-999;   0;  -999;   6.5;    -999;    3.1;   85.25;    5.0;   -0.3;   -2.3;eor
       3490;20201209;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   5.7;    -999;    1.3;   83.96;    4.4;   -4.2;   -7.2;eor
       3490;20201210;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   4.8;    -999;   -1.8;   90.13;    1.6;   -5.7;   -8.3;eor
       3490;20201211;-999;-999;-999;    3;   0.4;   4;-999;   0;  -999;   6.1;    -999;    2.4;   83.29;    4.1;   -1.5;   -2.0;eor
       3490;20201212;-999;-999;-999;    3;   1.0;   4;-999;   0;  -999;   8.3;    -999;    4.8;   96.00;    7.4;    1.1;   -0.9;eor
       3490;20201213;-999;-999;-999;    3;   0.3;   4;-999;   0;  -999;   7.8;    -999;    5.6;   86.38;    9.5;    2.4;   -0.6;eor
       3490;20201214;-999;-999;-999;    3;   0.3;   4;-999;   0;  -999;   8.0;    -999;    7.5;   77.04;   10.9;    4.8;    2.9;eor
       3490;20201215;-999;-999;-999;    3;   2.4;   4;-999;   0;  -999;   9.5;    -999;    7.0;   94.50;    9.0;    3.9;    2.4;eor
       3490;20201216;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   9.1;    -999;    6.6;   93.29;   11.8;    3.8;    1.5;eor
       3490;20201217;-999;-999;-999;    3;   0.4;   4;-999;   0;  -999;   8.7;    -999;    7.4;   84.13;   12.3;    1.1;   -1.8;eor
       3490;20201218;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   7.1;    -999;    3.1;   92.83;   10.4;   -1.0;   -4.1;eor
       3490;20201219;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   8.6;    -999;    7.0;   86.08;   13.6;    1.6;   -1.2;eor
       3490;20201220;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   9.1;    -999;    8.1;   85.21;   12.1;    4.6;    0.9;eor
       3490;20201221;-999;-999;-999;    3;   2.0;   4;-999;   0;  -999;   8.1;    -999;    6.4;   84.17;   12.5;    0.0;   -3.0;eor
       3490;20201222;-999;-999;-999;    3;  22.5;   4;-999;   0;  -999;  13.0;    -999;   13.1;   86.25;   15.5;   10.5;    9.9;eor
       3490;20201223;-999;-999;-999;    3;   5.6;   4;-999;   0;  -999;  12.1;    -999;   11.3;   90.38;   13.8;    9.2;    6.5;eor
       3490;20201224;-999;-999;-999;    3;   5.6;   4;-999;   0;  -999;   7.7;    -999;    6.5;   79.71;    9.4;    3.5;    3.1;eor
       3490;20201225;-999;-999;-999;    3;   0.8;   4;-999;   0;  -999;   6.6;    -999;    3.5;   84.13;    4.4;    2.1;    0.0;eor
       3490;20201226;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   5.8;    -999;    3.8;   73.42;    5.2;    1.9;    0.2;eor
       3490;20201227;-999;-999;-999;    3;   3.0;   4;-999;   0;  -999;   6.2;    -999;    4.5;   73.08;    5.4;    3.5;    2.1;eor
       3490;20201228;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.3;    -999;    2.8;   83.71;    5.8;   -1.9;   -4.6;eor
       3490;20201229;-999;-999;-999;    3;   0.4;   4;-999;   0;  -999;   6.0;    -999;    2.8;   81.75;    6.0;   -0.6;   -2.4;eor
       3490;20201230;-999;-999;-999;    3;   0.3;   4;-999;   0;  -999;   6.3;    -999;    2.9;   84.50;    6.1;   -0.4;   -2.6;eor
       3490;20201231;-999;-999;-999;    3;   4.8;   4;-999;   0;  -999;   6.4;    -999;    2.7;   86.79;    4.6;    0.1;   -1.8;eor
       3490;20210101;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.3;    -999;    1.9;   89.21;    3.8;   -0.9;   -2.4;eor
       3490;20210102;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.1;    -999;    1.4;   90.63;    3.6;   -0.7;   -1.0;eor
       3490;20210103;-999;-999;-999;    3;   0.7;   4;-999;   0;  -999;   5.9;    -999;    2.2;   82.92;    3.4;    1.2;    0.7;eor
       3490;20210104;-999;-999;-999;    3;   0.4;   4;-999;   0;  -999;   6.3;    -999;    1.4;   93.33;    1.9;    0.6;    0.2;eor
       3490;20210105;-999;-999;-999;    3;   7.0;   4;-999;   0;  -999;   6.3;    -999;    2.1;   89.08;    2.7;    1.4;    1.1;eor
       3490;20210106;-999;-999;-999;    3;   0.0;   0;-999;   1;  -999;   6.1;    -999;    1.6;   89.71;    2.8;    0.2;    0.1;eor
       3490;20210107;-999;-999;-999;    3;   5.0;   4;-999;   0;  -999;   5.8;    -999;    2.0;   82.00;    3.1;    0.9;   -0.6;eor
       3490;20210108;-999;-999;-999;    3;   4.0;   4;-999;   0;  -999;   6.1;    -999;    1.6;   89.04;    2.4;    0.4;   -1.7;eor
       3490;20210109;-999;-999;-999;    3;   1.6;   4;-999;   0;  -999;   6.0;    -999;    1.5;   88.29;    2.5;    0.4;   -0.1;eor
       3490;20210110;-999;-999;-999;    3;   0.2;   4;-999;   0;  -999;   6.1;    -999;    0.9;   92.67;    3.2;   -3.0;   -5.3;eor
       3490;20210111;-999;-999;-999;    3;   0.0;   4;-999;   0;  -999;   5.2;    -999;    0.1;   84.17;    4.2;   -4.2;   -6.3;eor
       3490;20210112;-999;-999;-999;    3;   3.3;   4;-999;   0;  -999;   6.7;    -999;    4.6;   79.08;    6.5;    2.5;   -0.1;eor
       3490;20210113;-999;-999;-999;    3;   0.4;   4;-999;   0;  -999;   5.6;    -999;    3.2;   72.92;    5.5;    0.5;   -2.5;eor
       3490;20210114;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   5.4;    -999;    1.6;   78.96;    4.2;   -2.2;   -4.6;eor
       3490;20210115;-999;-999;-999;    3;   0.3;   4;-999;   0;  -999;   4.8;    -999;   -0.2;   80.08;    2.6;   -3.5;   -6.3;eor
       3490;20210116;-999;-999;-999;    3;   1.4;   4;-999;   0;  -999;   4.6;    -999;    0.1;   74.75;    1.5;   -1.4;   -1.5;eor
       3490;20210117;-999;-999;-999;    3;   6.5;   4;-999;   1;  -999;   5.9;    -999;    0.7;   90.33;    4.9;   -1.5;   -1.6;eor
       3490;20210118;-999;-999;-999;    3;   0.1;   4;-999;   0;  -999;   6.6;    -999;    4.5;   78.54;    6.1;    0.9;   -1.3;eor
       3490;20210119;-999;-999;-999;    3;   1.0;   4;-999;   0;  -999;   6.7;    -999;    5.6;   73.25;    7.8;    4.5;    3.0;eor
       3490;20210120;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.7;    -999;    8.5;   59.75;   11.4;    5.2;    3.3;eor
       3490;20210121;-999;-999;-999;    3;   7.0;   4;-999;   0;  -999;   7.9;    -999;    9.4;   67.00;   12.3;    5.5;    4.3;eor
       3490;20210122;-999;-999;-999;    3;   1.1;   4;-999;   0;  -999;   7.3;    -999;    5.3;   81.88;   11.7;    1.2;   -1.3;eor
       3490;20210123;-999;-999;-999;    3;   7.0;   4;-999;   0;  -999;   6.3;    -999;    3.0;   83.92;    6.8;   -0.9;   -2.6;eor
       3490;20210124;-999;-999;-999;    3;   0.8;   4;-999;   0;  -999;   5.6;    -999;    1.6;   82.00;    3.7;   -0.9;   -2.3;eor
       3490;20210125;-999;-999;-999;    3;   0.4;   4;-999;   1;  -999;   5.6;    -999;    0.9;   86.25;    2.5;   -0.1;   -1.4;eor
       3490;20210126;-999;-999;-999;    3;   0.0;   4;-999;   0;  -999;   5.6;    -999;    3.2;   72.96;    4.6;   -0.8;   -4.1;eor
       3490;20210127;-999;-999;-999;    3;   4.1;   4;-999;   0;  -999;   6.2;    -999;    3.4;   78.38;    5.7;    1.1;   -0.1;eor
       3490;20210128;-999;-999;-999;    3;  12.9;   4;-999;   0;  -999;   9.0;    -999;    7.9;   83.63;   12.3;    3.4;    3.2;eor
       3490;20210129;-999;-999;-999;    3;   3.0;   4;-999;   0;  -999;   8.9;    -999;    9.0;   78.00;   10.8;    6.4;    5.8;eor
       3490;20210130;-999;-999;-999;    3;   5.6;   4;-999;   0;  -999;   6.8;    -999;    3.1;   88.29;    8.8;    0.5;    0.2;eor
       3490;20210131;-999;-999;-999;    3;   0.5;   4;-999;   0;  -999;   5.4;    -999;    0.7;   84.13;    1.8;   -0.3;   -0.3;eor
       3490;20210201;-999;-999;-999;    3;   1.2;   4;-999;   0;  -999;   7.4;    -999;    4.1;   90.38;    6.4;    1.7;    1.1;eor
       3490;20210202;-999;-999;-999;    3;   1.4;   4;-999;   0;  -999;   9.0;    -999;    7.7;   85.00;   11.9;    4.1;    3.6;eor
       3490;20210203;-999;-999;-999;    3;   8.2;   4;-999;   0;  -999;  10.0;    -999;    9.3;   86.08;   13.5;    6.0;    3.0;eor
       3490;20210204;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   7.7;    -999;    6.6;   79.50;   11.0;    2.6;   -0.9;eor
       3490;20210205;-999;-999;-999;    3;   1.3;   4;-999;   0;  -999;   8.3;    -999;    5.8;   89.92;   11.6;    1.8;   -0.5;eor
       3490;20210206;-999;-999;-999;    3;  11.7;   4;-999;   0;  -999;   7.9;    -999;    4.7;   92.21;    6.5;    2.2;    2.0;eor
       3490;20210207;-999;-999;-999;    3;   0.3;   4;-999;   0;  -999;   6.1;    -999;    1.5;   89.08;    2.7;   -1.3;   -1.2;eor
       3490;20210208;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   3.8;    -999;   -3.1;   78.46;   -1.3;   -4.2;   -3.8;eor
       3490;20210209;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   2.8;    -999;   -5.1;   67.79;   -3.6;   -7.4;   -7.8;eor
       3490;20210210;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   2.8;    -999;   -6.1;   71.25;   -1.8;  -10.8;  -12.0;eor
       3490;20210211;-999;-999;-999;    3;   0.1;   4;-999;   0;  -999;   3.3;    -999;   -4.3;   74.38;    0.5;   -8.0;  -10.6;eor
       3490;20210212;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   2.8;    -999;   -6.2;   73.08;   -1.1;  -10.2;  -13.5;eor
       3490;20210213;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   2.7;    -999;   -5.7;   68.92;    1.0;  -10.6;  -13.7;eor
       3490;20210214;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   2.8;    -999;   -1.3;   53.38;    5.6;   -9.2;  -12.4;eor
       3490;20210215;-999;-999;-999;    3;   1.7;   4;-999;   0;  -999;   4.8;    -999;    2.4;   64.00;    6.6;   -1.5;   -4.9;eor
       3490;20210216;-999;-999;-999;    3;   0.7;   4;-999;   0;  -999;   7.9;    -999;    7.6;   76.75;   12.8;    1.7;    0.3;eor
       3490;20210217;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   8.2;    -999;    8.0;   76.46;   11.9;    0.6;   -2.7;eor
       3490;20210218;-999;-999;-999;    3;   0.7;   4;-999;   0;  -999;   7.2;    -999;    5.3;   82.21;   11.3;   -0.3;   -2.2;eor
       3490;20210219;-999;-999;-999;    3;   0.0;   4;-999;   0;  -999;   7.1;    -999;    6.1;   76.96;   11.8;    0.0;   -2.5;eor
       3490;20210220;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   7.9;    -999;    7.4;   79.92;   17.7;   -0.2;   -2.9;eor
       3490;20210221;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   7.4;    -999;    9.6;   66.58;   19.3;    1.6;   -2.9;eor
       3490;20210222;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   7.3;    -999;    7.9;   71.71;   20.1;    1.7;   -2.4;eor
       3490;20210223;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   9.7;    -999;   12.4;   69.71;   20.1;    5.6;    3.2;eor
       3490;20210224;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   9.9;    -999;   12.2;   72.67;   20.5;    5.8;    2.5;eor
       3490;20210225;-999;-999;-999;    3;   0.1;   4;-999;   0;  -999;   8.7;    -999;   12.1;   65.29;   21.3;    2.9;   -0.7;eor
       3490;20210226;-999;-999;-999;    3;   3.1;   4;-999;   0;  -999;   8.2;    -999;    7.9;   76.17;   11.4;    2.2;   -1.3;eor
       3490;20210227;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.7;    -999;    4.9;   78.42;    9.6;    1.2;   -1.8;eor
       3490;20210228;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.3;    -999;    5.4;   71.79;   12.9;    0.2;   -2.9;eor
       3490;20210301;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   5.6;    -999;    4.3;   71.08;   14.1;   -1.4;   -4.0;eor
       3490;20210302;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.7;    -999;    6.1;   72.67;   16.7;   -0.8;   -2.3;eor
       3490;20210303;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   7.2;    -999;    7.7;   71.83;   17.8;   -0.2;   -2.6;eor
       3490;20210304;-999;-999;-999;    3;   6.5;   4;-999;   0;  -999;   8.2;    -999;    6.5;   83.63;   11.0;    3.3;    2.9;eor
       3490;20210305;-999;-999;-999;    3;   0.0;   4;-999;   0;  -999;   5.4;    -999;    2.7;   72.67;    6.4;   -2.0;   -5.0;eor
       3490;20210306;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   4.0;    -999;    0.9;   65.29;    8.3;   -4.2;   -5.1;eor
       3490;20210307;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   4.1;    -999;    0.9;   64.96;    7.8;   -4.6;   -5.5;eor
       3490;20210308;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   5.4;    -999;    1.6;   77.71;    6.1;   -2.5;   -3.7;eor
       3490;20210309;-999;-999;-999;    3;   2.4;   4;-999;   0;  -999;   6.7;    -999;    3.3;   86.29;    5.9;   -0.7;   -2.0;eor
       3490;20210310;-999;-999;-999;    3;   1.6;   4;-999;   0;  -999;   7.0;    -999;    7.1;   71.38;   11.5;    3.0;    2.0;eor
       3490;20210311;-999;-999;-999;    3;   1.0;   4;-999;   0;  -999;   8.0;    -999;   10.2;   64.29;   14.8;    6.8;    5.0;eor
       3490;20210312;-999;-999;-999;    3;   4.2;   4;-999;   0;  -999;   6.7;    -999;    7.5;   65.17;   10.9;    5.4;    3.8;eor
       3490;20210313;-999;-999;-999;    3;   7.2;   4;-999;   0;  -999;   7.1;    -999;    7.4;   69.33;   10.0;    4.0;    1.6;eor
       3490;20210314;-999;-999;-999;    3;   3.1;   4;-999;   0;  -999;   6.5;    -999;    5.7;   71.29;    8.7;    2.4;   -0.5;eor
       3490;20210315;-999;-999;-999;    3;   7.8;   4;-999;   0;  -999;   7.2;    -999;    5.9;   78.13;    9.0;    4.0;    3.1;eor
       3490;20210316;-999;-999;-999;    3;   2.7;   4;-999;   0;  -999;   7.0;    -999;    5.5;   77.63;    8.2;    3.5;    2.3;eor
       3490;20210317;-999;-999;-999;    3;   2.4;   4;-999;   0;  -999;   6.3;    -999;    4.5;   75.75;    6.5;    0.8;   -1.2;eor
       3490;20210318;-999;-999;-999;    3;   7.7;   4;-999;   0;  -999;   6.1;    -999;    3.4;   79.38;    7.2;   -0.4;   -3.0;eor
       3490;20210319;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   5.4;    -999;    3.5;   70.63;    8.0;    0.4;   -1.6;eor
       3490;20210320;-999;-999;-999;    3;   0.1;   4;-999;   0;  -999;   4.7;    -999;    3.3;   63.08;    7.4;   -1.2;   -3.5;eor
       3490;20210321;-999;-999;-999;    3;   0.4;   4;-999;   0;  -999;   6.9;    -999;    6.1;   73.46;    8.4;    4.6;    3.9;eor
       3490;20210322;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.7;    -999;    5.5;   74.88;    7.3;    3.9;    2.9;eor
       3490;20210323;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.7;    -999;    6.6;   69.71;   12.4;    0.0;   -3.0;eor
       3490;20210324;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.8;    -999;    7.8;   68.71;   18.2;   -1.4;   -4.5;eor
       3490;20210325;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   8.4;    -999;    8.9;   74.13;   14.9;    2.1;    0.0;eor
       3490;20210326;-999;-999;-999;    3;   0.5;   4;-999;   0;  -999;   7.9;    -999;   10.8;   63.67;   16.0;    2.6;   -0.1;eor
       3490;20210327;-999;-999;-999;    3;   3.1;   4;-999;   0;  -999;   6.7;    -999;    7.1;   66.29;   11.3;    2.8;    0.6;eor
       3490;20210328;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   7.1;    -999;   10.2;   58.96;   16.1;    1.9;   -0.7;eor
       3490;20210329;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.8;    -999;   12.7;   52.17;   23.4;    2.3;   -1.4;eor
       3490;20210330;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   7.2;    -999;   12.7;   53.50;   24.3;    4.7;    0.4;eor
       3490;20210331;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   8.0;    -999;   14.7;   53.00;   26.6;    3.2;   -0.6;eor
       3490;20210401;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   8.8;    -999;   14.4;   54.13;   21.9;    4.7;    1.2;eor
       3490;20210402;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.7;    -999;    6.5;   69.42;   10.1;    2.7;   -0.9;eor
       3490;20210403;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.0;    -999;    7.7;   58.25;   12.4;    4.7;    2.1;eor
       3490;20210404;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.1;    -999;    4.9;   71.17;    8.0;    0.0;   -2.6;eor
       3490;20210405;-999;-999;-999;    3;   4.4;   4;-999;   0;  -999;   5.6;    -999;    2.8;   74.54;    7.2;   -0.8;   -3.2;eor
       3490;20210406;-999;-999;-999;    3;   1.4;   4;-999;   0;  -999;   5.1;    -999;    2.2;   71.83;    6.0;    0.1;    0.1;eor
       3490;20210407;-999;-999;-999;    3;   0.7;   4;-999;   0;  -999;   5.1;    -999;    2.6;   69.04;    5.2;   -0.1;   -1.1;eor
       3490;20210408;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   4.5;    -999;    4.8;   55.00;    9.8;    1.1;   -1.6;eor
       3490;20210409;-999;-999;-999;    3;   8.5;   4;-999;   0;  -999;   5.9;    -999;    8.4;   57.79;   16.6;   -1.0;   -2.7;eor
       3490;20210410;-999;-999;-999;    3;   3.3;   4;-999;   0;  -999;  10.2;    -999;    9.3;   86.96;   11.8;    6.4;    6.1;eor
       3490;20210411;-999;-999;-999;    3;  10.3;   4;-999;   0;  -999;   8.1;    -999;    5.5;   87.92;   10.0;    3.0;    2.0;eor
       3490;20210412;-999;-999;-999;    3;   1.2;   4;-999;   0;  -999;   5.8;    -999;    3.2;   76.83;    7.8;   -1.4;   -3.7;eor
       3490;20210413;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   5.6;    -999;    3.6;   71.83;    9.0;   -1.3;   -2.8;eor
       3490;20210414;-999;-999;-999;    3;   0.0;   4;-999;   0;  -999;   5.4;    -999;    3.3;   71.75;    9.0;   -1.0;   -2.4;eor
       3490;20210415;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   5.6;    -999;    4.3;   69.46;   10.4;   -0.7;   -1.7;eor
       3490;20210416;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   5.6;    -999;    5.6;   63.38;   10.6;    0.7;   -0.8;eor
       3490;20210417;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   5.8;    -999;    7.0;   59.33;   12.7;    0.8;   -0.6;eor
       3490;20210418;-999;-999;-999;    3;   0.0;   4;-999;   0;  -999;   7.5;    -999;    9.0;   65.21;   13.3;    4.5;    1.1;eor
       3490;20210419;-999;-999;-999;    3;   3.4;   4;-999;   0;  -999;   9.2;    -999;    9.4;   78.63;   13.4;    6.0;    3.3;eor
       3490;20210420;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   8.2;    -999;   10.1;   69.54;   17.6;    3.9;    3.1;eor
       3490;20210421;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   8.2;    -999;   11.6;   61.92;   17.9;    4.5;    3.2;eor
       3490;20210422;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.0;    -999;    7.5;   58.92;   12.5;    1.2;   -0.7;eor
       3490;20210423;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.2;    -999;    7.8;   61.08;   15.0;    0.6;   -1.5;eor
       3490;20210424;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.3;    -999;    8.0;   60.63;   15.3;    1.2;   -0.4;eor
       3490;20210425;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   5.8;    -999;    6.9;   60.46;   13.7;    0.8;   -2.1;eor
       3490;20210426;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   5.1;    -999;    7.8;   52.58;   15.6;   -0.2;   -1.6;eor
       3490;20210427;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   5.2;    -999;    8.9;   50.38;   17.6;    1.1;   -1.5;eor
       3490;20210428;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.1;    -999;   12.8;   45.13;   21.2;    2.2;   -0.7;eor
       3490;20210429;-999;-999;-999;    3;   0.1;   4;-999;   0;  -999;   7.6;    -999;   11.0;   58.25;   15.2;    3.7;    1.1;eor
       3490;20210430;-999;-999;-999;    3;   0.3;   4;-999;   0;  -999;   7.0;    -999;    8.5;   63.50;   13.8;    1.2;   -1.9;eor
       3490;20210501;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   7.0;    -999;    9.4;   61.46;   13.8;    3.9;    1.4;eor
       3490;20210502;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   6.5;    -999;    7.7;   63.13;   11.8;    3.1;   -0.6;eor
       3490;20210503;-999;-999;-999;    3;   1.0;   4;-999;-999;  -999;   5.8;    -999;    8.9;   54.29;   15.0;    0.7;   -1.2;eor
       3490;20210504;-999;-999;-999;    3;   0.1;   4;-999;-999;  -999;   7.1;    -999;   11.1;   55.54;   16.0;    2.3;   -1.1;eor
       3490;20210505;-999;-999;-999;    3;   1.0;   4;-999;-999;  -999;   6.4;    -999;    7.9;   60.75;   12.0;    3.7;    0.4;eor
       3490;20210506;-999;-999;-999;    3;   3.5;   4;-999;-999;  -999;   7.4;    -999;    7.9;   70.92;   14.0;    2.9;    0.1;eor
       3490;20210507;-999;-999;-999;    3;   1.2;   4;-999;-999;  -999;   6.7;    -999;    6.8;   70.17;   12.7;    1.4;   -1.3;eor
       3490;20210508;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   8.0;    -999;   10.5;   64.08;   18.9;   -1.0;   -2.8;eor
       3490;20210509;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  10.9;    -999;   19.2;   55.13;   28.5;    5.2;    1.6;eor
       3490;20210510;-999;-999;-999;    3;   2.8;   4;-999;-999;  -999;  12.1;    -999;   18.4;   57.54;   21.9;   12.8;   12.1;eor
       3490;20210511;-999;-999;-999;    3;   0.8;   4;-999;-999;  -999;  13.5;    -999;   13.7;   86.08;   15.8;   12.0;   11.0;eor
       3490;20210512;-999;-999;-999;    3;   0.3;   4;-999;-999;  -999;  11.0;    -999;   13.2;   73.29;   17.9;    8.2;    6.4;eor
       3490;20210513;-999;-999;-999;    3;   0.8;   4;-999;-999;  -999;  10.0;    -999;   12.2;   72.71;   18.6;    5.3;    2.7;eor
       3490;20210514;-999;-999;-999;    3;   4.9;   4;-999;-999;  -999;   9.9;    -999;   11.2;   76.13;   18.1;    6.3;    4.5;eor
       3490;20210515;-999;-999;-999;    3;   3.8;   4;-999;-999;  -999;  10.0;    -999;   11.1;   76.54;   15.0;    6.0;    4.9;eor
       3490;20210516;-999;-999;-999;    3;   8.3;   4;-999;-999;  -999;  10.1;    -999;   10.9;   79.13;   17.4;    5.3;    2.9;eor
       3490;20210517;-999;-999;-999;    3;   1.6;   4;-999;-999;  -999;  10.4;    -999;   12.1;   74.13;   15.6;    8.1;    5.6;eor
       3490;20210518;-999;-999;-999;    3;   4.9;   4;-999;-999;  -999;  10.1;    -999;   11.4;   76.21;   17.1;    8.1;    5.2;eor
       3490;20210519;-999;-999;-999;    3;   0.4;   4;-999;-999;  -999;   9.5;    -999;   11.8;   70.17;   16.8;    7.1;    5.6;eor
