STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;MO_N;MO_TT;MO_TX;MO_TN;MO_FK;MX_TX;MX_FX;MX_TN;MO_SD_S;QN_6;MO_RR;MX_RS;eor
        603;20181001;20181031;    3;  5.67;  11.83;   16.87;    6.99;    1.90;  25.8;  16.5;   0.7; 143.79;    9;    19.5;    7.5;eor
        603;20181101;20181130;    3;  6.30;   6.87;   10.36;    3.38;    2.23;  18.8;  15.4;  -3.3;  85.00;    9;    19.8;   10.9;eor
        603;20181201;20181231;    3;  6.92;   5.31;    7.85;    2.50;    2.32;  14.4;  20.1;  -3.7;  39.97;    9;   101.6;   18.7;eor
        603;20190101;20190131;    3;  7.04;   1.98;    4.20;   -0.52;    2.42;   8.2;  17.2;  -9.1;  45.75;    9;   108.5;   21.7;eor
        603;20190201;20190228;    3;  -999;   6.06;   11.50;    1.36;    2.36;  20.7;  17.0;  -3.1; 139.03;    9;    20.3;    7.8;eor
        603;20190301;20190331;    3;  5.93;   7.76;   12.20;    3.53;    2.48;  19.8;  24.3;  -0.8; 111.63;    9;    75.7;   20.7;eor
        603;20190401;20190430;    3;  -999;  10.76;   16.50;    4.98;-999;  25.3;-999;  -1.8; 195.70;-999;-999;-999;eor
        603;20190501;20190531;    3;  6.21;  11.50;   16.66;    6.68;    2.06;  23.4;  11.7;  -0.1; 174.20;    9;    92.7;   18.1;eor
        603;20190601;20190630;    3;  -999;  20.11;   26.56;   13.08;    2.10;  35.6;  17.6;   8.2; 316.48;    9;    33.1;    8.4;eor
        603;20190701;20190731;    3;  5.57;  19.56;   25.59;   13.52;    1.90;  40.9;  13.4;   7.3; 232.33;    9;    38.0;   12.2;eor
        603;20190801;20190831;    3;  4.80;  19.56;   26.13;   13.63;    1.84;  34.0;  14.4;   8.6; 229.80;    9;    44.5;   12.7;eor
        603;20190901;20190930;    3;  -999;  14.82;   20.30;    9.91;    2.10;  27.3;  17.2;   3.0; 156.49;    9;    37.2;   10.0;eor
        603;20191001;20191031;    3;  -999;  11.90;   15.36;    8.49;    2.29;  23.9;  18.3;  -1.8;-999;-999;-999;-999;eor
        603;20191101;20191130;    3;  -999;   6.13;    8.99;    3.20;-999;  16.3;-999;  -1.9;-999;    9;    68.3;   16.4;eor
        603;20191201;20191231;    3;  -999;   5.51;    8.05;    2.71;    2.39;  16.5;  19.8;  -3.2;-999;    9;    66.3;   12.5;eor
        603;20200101;20200131;    3;  -999;   5.22;    7.80;    2.02;-999;  15.3;-999;  -5.0;-999;    9;    27.5;    9.4;eor
        603;20200201;20200229;    3;  -999;   6.65;    9.75;    3.03;    3.31;  18.0;  25.5;  -1.3;-999;    3;    83.1;-999;eor
        603;20200301;20200331;    3;  -999;   7.15;   11.77;    2.46;-999;  17.5;-999;  -4.1;-999;    9;    58.9;   14.1;eor
        603;20200401;20200430;    3;  -999;  12.26;   18.67;    4.62;    1.83;  24.2;  14.7;  -2.9;-999;    3;    15.5;    8.9;eor
        603;20200501;20200531;    3;  -999;  13.18;   19.32;    5.76;    1.97;  27.4;  16.3;  -1.5;-999;    3;    11.8;    3.6;eor
        603;20200601;20200630;    3;  -999;  17.56;   23.17;   11.58;    1.97;  30.3;  17.2;   7.4;-999;    3;    60.8;   17.3;eor
        603;20200701;20200731;    3;  -999;  18.35;   24.15;   11.80;    1.94;  35.3;  14.4;   7.8;-999;    3;    23.2;    6.3;eor
        603;20200801;20200831;    3;  -999;  21.30;   27.31;   15.33;    2.06;  36.3;  20.9;   8.2;-999;    3;    87.6;   44.2;eor
        603;20200901;20200930;    3;  -999;  15.96;   22.06;    9.79;    1.63;  33.0;  16.9;   6.0;-999;    3;    50.9;   29.5;eor
        603;20201001;20201031;    3;  7.17;  11.46;   14.24;    8.66;    2.68;  21.2;  17.1;   3.5;-999;    3;    73.9;   14.7;eor
        603;20201101;20201130;    3;  5.54;   7.95;   11.47;    4.24;    2.40;  20.5;  16.7;  -6.0;-999;    3;    27.5;    8.1;eor
        603;20201201;20201231;    3;  6.94;   5.27;    7.41;    2.99;    2.61;  15.0;  21.7;  -2.7;-999;    3;    61.2;   11.0;eor
